Problem,Algorithm,GenNo,PopSize,Median-HV,IQR-HV,Median-spreads,IQR-spreads,Median-PFS,IQR-PFS
 POM3A, NSGAIISC-4096,11,100,1311710.179,6048.637625,0.647436997,0.066931704,100,0
 POM3A, SPEA2SC-100,11,100,1311800.095,3662.69205,0.597321436,0.090957889,100,0
 POM3A, NSGAIISC-1024,11,100,1312201.235,4023.79955,0.616431219,0.036282541,100,0
 POM3A, NSGAIISC-100,11,100,1312308.869,5685.380175,0.654906046,0.07364335,100,0
 POM3A, NSGAIISC-512,11,100,1312845.1,6075.3658,0.624072419,0.046092861,100,0
 POM3A, SPEA2SC-1024,11,100,1312255.56,6147.505375,0.647455392,0.081331845,100,0
 POM3A, NSGAIISC-2048,11,100,1313153.723,5515.86055,0.620765238,0.076235739,100,0
 POM3A, SPEA2-normal,11,100,1311472.323,10008.50855,0.609465325,0.053822547,100,0
 POM3A, SPEA2SC-8192,11,100,1312110.426,8359.18955,0.637714805,0.057901574,100,0
 POM3A, SPEA2SC-4096,11,100,1313549.216,5358.656675,0.602038965,0.035027708,100,0
 POM3A, SPEA2SC-2048,11,100,1311499.874,3882.48945,0.608925927,0.060458707,100,0
 POM3A, SPEA2SC-10000,11,100,1313313.373,7089.413575,0.633145272,0.057566321,100,0
 POM3A, NSGAIISC-10000,11,100,1310291.453,7068.37825,0.64525596,0.087764264,100,0
 POM3B, NSGAII-normal,11,100,1306421.102,7432.081925,0.630365431,0.098037932,100,0
 POM3B, NSGAIISC-8192,11,100,1304114.862,7890.1268,0.660681128,0.095929862,100,0
 POM3B, SPEA2SC-512,11,100,1305862.348,4930.8617,0.601585694,0.074981731,100,0
 POM3B, NSGAIISC-4096,11,100,1307937.025,9267.771675,0.638095815,0.058673388,100,0
 POM3B, SPEA2SC-100,11,100,1307018.136,11382.14795,0.617651646,0.05202789,100,0
 POM3B, NSGAIISC-1024,11,100,1307124.932,9033.34635,0.634166335,0.05017281,100,0
 POM3B, NSGAIISC-100,11,100,1308649.57,8343.21855,0.642529047,0.051204572,100,0
 POM3B, NSGAIISC-512,11,100,1303606.558,8439.564,0.641401661,0.054566768,100,0
 POM3B, SPEA2SC-1024,11,100,1309643.726,9443.95165,0.620683631,0.053942915,100,0
 POM3B, NSGAIISC-2048,11,100,1307712.457,5509.81455,0.629792141,0.092461756,100,0
 POM3B, SPEA2-normal,11,100,1306809.726,6739.974675,0.605771943,0.0756912,100,0
 POM3B, SPEA2SC-8192,11,100,1308453.573,9665.0846,0.598791705,0.055153717,100,0
 POM3B, SPEA2SC-4096,11,100,1306645.829,5975.15555,0.631127935,0.060080618,100,0
 POM3B, SPEA2SC-2048,11,100,1307318.823,9715.268175,0.598198948,0.057872881,100,0
 POM3B, SPEA2SC-10000,11,100,1307928.093,11641.59518,0.621169656,0.051459906,100,0
 POM3B, NSGAIISC-10000,11,100,1309968.687,13260.75713,0.655870233,0.070801264,100,0
 POM3C, NSGAII-normal,11,100,1045802.004,37026.52035,0.594210994,0.080768637,100,0
 POM3C, NSGAIISC-8192,11,100,1030494.571,46788.86573,0.573172714,0.096899132,100,0
 POM3C, SPEA2SC-512,11,100,1045237.148,23240.91245,0.607676076,0.0579653,100,0
 POM3C, NSGAIISC-4096,11,100,1052570.599,28570.93973,0.584833247,0.090518719,100,0
 POM3C, SPEA2SC-100,11,100,1030444.785,29545.5547,0.630356426,0.059347147,100,0
 POM3C, NSGAIISC-1024,11,100,1050317.381,17563.50215,0.603660451,0.086689859,100,0
 POM3C, NSGAIISC-100,11,100,1046602.792,25962.07165,0.590713628,0.119165552,100,0
 POM3C, NSGAIISC-512,11,100,1043478.326,21783.85213,0.594728718,0.099537647,100,0
 POM3C, SPEA2SC-1024,11,100,1039800.206,18774.06553,0.607159454,0.057886963,100,0
 POM3C, NSGAIISC-2048,11,100,1033143.89,37961.56743,0.562084651,0.057203342,100,0
 POM3C, SPEA2-normal,11,100,1038362.255,14109.36373,0.632852514,0.06310137,100,0
 POM3C, SPEA2SC-8192,11,100,1040974.318,28760.45853,0.619054612,0.058861573,100,0
 POM3C, SPEA2SC-4096,11,100,1043899.807,26773.06328,0.631392468,0.068565021,100,0
 POM3C, SPEA2SC-2048,11,100,1045476.557,37871.22493,0.615253798,0.054187368,100,0
 POM3C, SPEA2SC-10000,11,100,1053286.962,33386.91168,0.634720246,0.082793999,100,0
 POM3C, NSGAIISC-10000,11,100,1051701.693,39087.73928,0.638375002,0.147253887,100,0
 POM3D, NSGAII-normal,11,100,1297491.081,15809.8162,0.769441118,0.074110634,100,0
 POM3D, NSGAIISC-8192,11,100,1300974.306,23452.19515,0.790916724,0.098237646,100,0
 POM3D, SPEA2SC-512,11,100,1308249.189,20072.13755,0.755452444,0.068941003,100,0
 POM3D, NSGAIISC-4096,11,100,1309913.705,19763.01635,0.788461064,0.059049517,100,0
 POM3D, SPEA2SC-100,11,100,1301231.313,17078.37188,0.749295639,0.131817458,100,0
 POM3D, NSGAIISC-1024,11,100,1301879.537,16265.30038,0.781663741,0.059848521,100,0
 POM3D, NSGAIISC-100,11,100,1301822.529,18766.06888,0.782910715,0.062123377,100,0
 POM3D, NSGAIISC-512,11,100,1303384.935,21431.88518,0.789901479,0.067448321,100,0
 POM3D, SPEA2SC-1024,11,100,1305444.72,16355.54513,0.74922694,0.109441613,100,0
 POM3D, NSGAIISC-2048,11,100,1307854.651,17725.03145,0.801822501,0.059459415,100,0
 POM3D, SPEA2-normal,11,100,1295075.84,10685.65488,0.78786766,0.076629418,100,0
 POM3D, SPEA2SC-8192,11,100,1301055.302,19460.3252,0.727679145,0.049169276,100,0
 POM3D, SPEA2SC-4096,11,100,1309333.653,17342.03708,0.791808089,0.065071487,100,0
 POM3D, SPEA2SC-2048,11,100,1304518.208,14767.75413,0.752242348,0.100923671,100,0
 POM3D, SPEA2SC-10000,11,100,1302250.553,18327.99585,0.729922147,0.095408941,100,0
 POM3D, NSGAIISC-10000,11,100,1303382.822,16964.4234,0.768018293,0.09267323,100,0
 xomo_flight, NSGAII-normal,11,100,141200447.9,1154985.427,0.712909167,0.050392223,100,0
 xomo_flight, NSGAIISC-8192,11,100,140027766.8,1840043.605,0.674433193,0.034106634,100,0
 xomo_flight, SPEA2SC-512,11,100,140790631.6,1452969.881,0.693643071,0.050693131,100,0
 xomo_flight, NSGAIISC-4096,11,100,141248603.2,1650017.42,0.726408113,0.061460748,100,0
 xomo_flight, SPEA2SC-100,11,100,140551062.7,1860903.207,0.672958161,0.037832479,100,0
 xomo_flight, NSGAIISC-1024,11,100,141374893.6,2014959.508,0.697052061,0.061816034,100,0
 xomo_flight, NSGAIISC-100,11,100,141084094.4,1791149.647,0.694288616,0.056988791,100,0
 xomo_flight, NSGAIISC-512,11,100,141610943.1,2377933.512,0.689893022,0.048717115,100,0
 xomo_flight, SPEA2SC-1024,11,100,140669764.2,1909729.34,0.689328968,0.059916662,100,0
 xomo_flight, NSGAIISC-2048,11,100,140831490.2,1887817.345,0.680811987,0.062788291,100,0
 xomo_flight, SPEA2-normal,11,100,141268553.2,1166827.463,0.66975479,0.038332897,100,0
 xomo_flight, SPEA2SC-8192,11,100,140430891.8,1337250.077,0.669601444,0.02908157,100,0
 xomo_flight, SPEA2SC-4096,11,100,141284621.1,1907983.833,0.660501998,0.044670539,100,0
 xomo_flight, SPEA2SC-2048,11,100,140625130.3,666181.9509,0.68060002,0.046424145,100,0
 xomo_flight, SPEA2SC-10000,11,100,141316949.3,1674121.407,0.66204029,0.04171568,100,0
 xomo_flight, NSGAIISC-10000,11,100,141215989.4,1799086.282,0.701504071,0.083206722,100,0
 xomo_all, NSGAII-normal,11,100,140986377.9,1314016.138,0.729707706,0.076197208,100,0
 xomo_all, NSGAIISC-8192,11,100,141384792.4,1406745.3,0.720403491,0.077589897,100,0
 xomo_all, SPEA2SC-512,11,100,142007121.5,1559343.669,0.684931628,0.0319804,100,0
 xomo_all, NSGAIISC-4096,11,100,141632239.3,995796.8613,0.695954052,0.072507573,100,0
 xomo_all, SPEA2SC-100,11,100,141790348.4,1998023.742,0.678301732,0.037683232,100,0
 xomo_all, NSGAIISC-1024,11,100,141959831.9,2419107.717,0.70697931,0.043395448,100,0
 xomo_all, NSGAIISC-100,11,100,141172105.2,1157238.777,0.722638431,0.034356802,100,0
 xomo_all, NSGAIISC-512,11,100,141818991,1179218.569,0.754126554,0.061912688,100,0
 xomo_all, SPEA2SC-1024,11,100,140979191.6,1263042.37,0.680261297,0.057910953,100,0
 xomo_all, NSGAIISC-2048,11,100,141128738.5,1606483.315,0.708184764,0.064464828,100,0
 xomo_all, SPEA2-normal,11,100,141676761.4,1939507.124,0.678780058,0.055094504,100,0
 xomo_all, SPEA2SC-8192,11,100,141503128.9,1865153.035,0.676662864,0.059953707,100,0
 xomo_all, SPEA2SC-4096,11,100,141607478.5,1030626.053,0.665477065,0.082849675,100,0
 xomo_all, SPEA2SC-2048,11,100,142192472.9,1066381.133,0.687391704,0.045140114,100,0
 xomo_all, SPEA2SC-10000,11,100,141684717.2,1825114.292,0.669155749,0.043253584,100,0
 xomo_all, NSGAIISC-10000,11,100,141009955.5,1170386.245,0.719985168,0.060238027,100,0
 xomo_ground, NSGAII-normal,11,100,141432029.5,985476.5391,0.700353371,0.066831212,100,0
 xomo_ground, NSGAIISC-8192,11,100,141328762.6,1193208.948,0.690251869,0.067475184,100,0
 xomo_ground, SPEA2SC-512,11,100,141575974,2412769.717,0.664995714,0.030776161,100,0
 xomo_ground, NSGAIISC-4096,11,100,141609301,1810641.142,0.683605122,0.033992862,100,0
 xomo_ground, SPEA2SC-100,11,100,141962074,2362689.006,0.657455066,0.040837688,100,0
 xomo_ground, NSGAIISC-1024,11,100,140690572.4,1660431.548,0.687471051,0.056955594,100,0
 xomo_ground, NSGAIISC-100,11,100,141014188.9,1663493.214,0.675248037,0.05533593,100,0
 xomo_ground, NSGAIISC-512,11,100,141961002.5,2098789.12,0.684279304,0.050623559,100,0
 xomo_ground, SPEA2SC-1024,11,100,141262668,2055349.099,0.674984784,0.046558438,100,0
 xomo_ground, NSGAIISC-2048,11,100,141575569.3,2136531.267,0.683945854,0.049218724,100,0
 xomo_ground, SPEA2-normal,11,100,141382793,1523586.88,0.670288633,0.031926303,100,0
 xomo_ground, SPEA2SC-8192,11,100,141665819.8,2350325.566,0.666045168,0.074164413,100,0
 xomo_ground, SPEA2SC-4096,11,100,141550053.3,943925.9846,0.67234898,0.054153554,100,0
 xomo_ground, SPEA2SC-2048,11,100,140202670.4,1239043.609,0.690071494,0.03422475,100,0
 xomo_ground, SPEA2SC-10000,11,100,141149340.8,2133120.974,0.666924626,0.047815089,100,0
 xomo_ground, NSGAIISC-10000,11,100,140956059.8,1205574.922,0.687722394,0.051879796,100,0
 xomo_osp, NSGAII-normal,11,100,141305129.7,2053930.37,0.699851212,0.049776193,100,0
 xomo_osp, NSGAIISC-8192,11,100,140806059.7,1700247.84,0.724865742,0.046121203,100,0
 xomo_osp, SPEA2SC-512,11,100,141323110.7,1887387.442,0.688769694,0.068784443,100,0
 xomo_osp, NSGAIISC-4096,11,100,141524863,1811728.554,0.729767511,0.071624531,100,0
 xomo_osp, SPEA2SC-100,11,100,140862654.7,1324104.053,0.669580263,0.0742234,100,0
 xomo_osp, NSGAIISC-1024,11,100,141957878.9,2396519.705,0.685348205,0.085525916,100,0
 xomo_osp, NSGAIISC-100,11,100,140571615.2,1201551.389,0.713618205,0.053511944,100,0
 xomo_osp, NSGAIISC-512,11,100,141595615.1,2169640.264,0.715989577,0.067800834,100,0
 xomo_osp, SPEA2SC-1024,11,100,141532821.6,879255.952,0.697453562,0.043405082,100,0
 xomo_osp, NSGAIISC-2048,11,100,141177019.3,2329532.895,0.71043574,0.056302677,100,0
 xomo_osp, SPEA2-normal,11,100,141071219.5,1471727.814,0.680819946,0.037465028,100,0
 xomo_osp, SPEA2SC-8192,11,100,141828267.2,1821454.22,0.686012559,0.061959918,100,0
 xomo_osp, SPEA2SC-4096,11,100,141790816.6,2008236.872,0.685848296,0.040950381,100,0
 xomo_osp, SPEA2SC-2048,11,100,141967168.6,1221482.296,0.685083896,0.043694878,100,0
 xomo_osp, SPEA2SC-10000,11,100,141099346.7,2628575.052,0.699178023,0.044142028,100,0
 xomo_osp, NSGAIISC-10000,11,100,141633156.3,2252032.161,0.697753461,0.081583023,100,0
 xomoo2, NSGAII-normal,11,100,139410555.2,1698338.077,0.71229831,0.04711247,100,0
 xomoo2, NSGAIISC-8192,11,100,141074024.3,2222402.413,0.700849708,0.029170062,100,0
 xomoo2, SPEA2SC-512,11,100,140271851.4,1400053.436,0.701412806,0.047081642,100,0
 xomoo2, NSGAIISC-4096,11,100,139825598.3,2728005.317,0.706193051,0.056862105,100,0
 xomoo2, SPEA2SC-100,11,100,140426118.7,1544151.041,0.701526795,0.064138604,100,0
 xomoo2, NSGAIISC-1024,11,100,140684929.3,1282581.51,0.700699936,0.051829302,100,0
 xomoo2, NSGAIISC-100,11,100,140611795.5,2281661.04,0.693636536,0.063823431,100,0
 xomoo2, NSGAIISC-512,11,100,139856870.2,2503565.864,0.698495508,0.055544013,100,0
 xomoo2, SPEA2SC-1024,11,100,140638494.8,1766981.527,0.680376738,0.039296244,100,0
 xomoo2, NSGAIISC-2048,11,100,140111116.9,1991675.974,0.708587464,0.038482575,100,0
 xomoo2, SPEA2-normal,11,100,140664222.3,1425011.695,0.670579026,0.035361753,100,0
 xomoo2, SPEA2SC-8192,11,100,139838845.3,1674252.238,0.669393167,0.052813735,100,0
 xomoo2, SPEA2SC-4096,11,100,140624520,1863044.477,0.683966272,0.027757025,100,0
 xomoo2, SPEA2SC-2048,11,100,140562524.2,2792157.191,0.684720789,0.06027446,100,0
 xomoo2, SPEA2SC-10000,11,100,140318194.8,2218459.42,0.675649817,0.047591837,100,0
 xomoo2, NSGAIISC-10000,11,100,140321174.9,1662004.75,0.703355963,0.085958117,100,0
 MONRP_50_4_5_0_90, NSGAII-normal,11,100,456242.3434,11807.87895,0.640078184,0.039328622,100,0
 MONRP_50_4_5_0_90, NSGAIISC-8192,11,100,542315.977,24917.20928,0.625876817,0.035729103,100,0
 MONRP_50_4_5_0_90, SPEA2SC-512,11,100,584452.1288,16740.28013,0.557587493,0.057502673,100,0
 MONRP_50_4_5_0_90, NSGAIISC-4096,11,100,161237.0658,5325.313675,0.658958764,0.071241756,100,0
 MONRP_50_4_5_0_90, SPEA2SC-100,11,100,243117.2763,5471.7832,0.567793967,0.029870297,100,0
 MONRP_50_4_5_0_90, NSGAIISC-1024,11,100,485283.7424,11196.43248,0.661170285,0.084897247,100,0
 MONRP_50_4_5_0_90, NSGAIISC-100,11,100,245128.0468,8497.6727,0.685285669,0.091200619,100,0
 MONRP_50_4_5_0_90, NSGAIISC-512,11,100,588570.5704,25781.4558,0.658090394,0.043917778,100,0
 MONRP_50_4_5_0_90, SPEA2SC-1024,11,100,477392.7969,20543.96808,0.574726394,0.061326513,100,0
 MONRP_50_4_5_0_90, NSGAIISC-2048,11,100,341459.1536,6766.46385,0.640665389,0.044925126,100,0
 MONRP_50_4_5_0_90, SPEA2-normal,11,100,464370.3437,15499.866,0.543097919,0.043759199,100,0
 MONRP_50_4_5_0_90, SPEA2SC-8192,11,100,545510.6574,13199.80473,0.5566177,0.045542069,100,0
 MONRP_50_4_5_0_90, SPEA2SC-4096,11,100,159378.7971,4698.819425,0.557468316,0.048926832,100,0
 MONRP_50_4_5_0_90, SPEA2SC-2048,11,100,341885.5646,20237.83288,0.57390329,0.04852586,100,0
 MONRP_50_4_5_0_90, SPEA2SC-10000,11,100,481527.6453,17889.06868,0.551277871,0.089444367,100,0
 MONRP_50_4_5_0_90, NSGAIISC-10000,11,100,488626.515,24579.60305,0.6417431,0.077679675,100,0
 MONRP_50_4_5_0_110, NSGAII-normal,11,100,551572.878,13668.1369,0.63944786,0.053459329,100,0
 MONRP_50_4_5_0_110, NSGAIISC-8192,11,100,573589.8452,17597.8805,0.622952655,0.062899652,100,0
 MONRP_50_4_5_0_110, SPEA2SC-512,11,100,493014.2606,12890.399,0.557000701,0.060717216,100,0
 MONRP_50_4_5_0_110, NSGAIISC-4096,11,100,163752.727,5836.287375,0.653231701,0.053214307,100,0
 MONRP_50_4_5_0_110, SPEA2SC-100,11,100,409449.6526,17516.1953,0.551390719,0.048986084,100,0
 MONRP_50_4_5_0_110, NSGAIISC-1024,11,100,483201.8889,12226.6292,0.624730158,0.059325405,100,0
 MONRP_50_4_5_0_110, NSGAIISC-100,11,100,414096.4149,13694.69138,0.642068632,0.06396594,100,0
 MONRP_50_4_5_0_110, NSGAIISC-512,11,100,499567.31,24193.8366,0.622588183,0.054624471,100,0
 MONRP_50_4_5_0_110, SPEA2SC-1024,11,100,484909.2934,13201.40813,0.554929012,0.051490109,100,0
 MONRP_50_4_5_0_110, NSGAIISC-2048,11,100,454832.629,18358.12723,0.6306516,0.086929172,100,0
 MONRP_50_4_5_0_110, SPEA2-normal,11,100,544729.6975,14834.1057,0.547532796,0.046621671,100,0
 MONRP_50_4_5_0_110, SPEA2SC-8192,11,100,575743.3669,18750.96398,0.562149111,0.070311484,100,0
 MONRP_50_4_5_0_110, SPEA2SC-4096,11,100,163034.8841,9249.966925,0.595296531,0.063593197,100,0
 MONRP_50_4_5_0_110, SPEA2SC-2048,11,100,458768.9485,17636.1255,0.551407345,0.050716045,100,0
 MONRP_50_4_5_0_110, SPEA2SC-10000,11,100,232852.9777,6505.85125,0.586290704,0.046556811,100,0
 MONRP_50_4_5_0_110, NSGAIISC-10000,11,100,236754.0959,9377.9685,0.674937803,0.055778987,100,0
 MONRP_50_4_5_4_90, NSGAII-normal,11,100,182507.0513,5980.97595,0.660860322,0.06756284,100,0
 MONRP_50_4_5_4_90, NSGAIISC-8192,11,100,291972.7922,9704.9175,0.669746515,0.078525686,100,0
 MONRP_50_4_5_4_90, SPEA2SC-512,11,100,577819.609,17484.8979,0.560522828,0.044384975,100,0
 MONRP_50_4_5_4_90, NSGAIISC-4096,11,100,518047.6556,18091.79215,0.644026827,0.065391032,100,0
 MONRP_50_4_5_4_90, SPEA2SC-100,11,100,468788.1297,16146.31808,0.553984005,0.050713684,100,0
 MONRP_50_4_5_4_90, NSGAIISC-1024,11,100,136625.5328,5273.161475,0.658271146,0.070555184,100,0
 MONRP_50_4_5_4_90, NSGAIISC-100,11,100,470933.2448,12504.03835,0.649826505,0.052232047,100,0
 MONRP_50_4_5_4_90, NSGAIISC-512,11,100,578336.7129,22600.15545,0.655207218,0.083295423,100,0
 MONRP_50_4_5_4_90, SPEA2SC-1024,11,100,136655.8052,6877.173775,0.592552689,0.046212592,100,0
 MONRP_50_4_5_4_90, NSGAIISC-2048,11,100,291548.2937,12898.55928,0.645041315,0.041615286,100,0
 MONRP_50_4_5_4_90, SPEA2-normal,11,100,182824.2522,6692.032575,0.584271452,0.043703107,100,0
 MONRP_50_4_5_4_90, SPEA2SC-8192,11,100,287598.1684,13584.59488,0.599011523,0.05785517,100,0
 MONRP_50_4_5_4_90, SPEA2SC-4096,11,100,501870.6123,21888.1259,0.574126429,0.061353932,100,0
 MONRP_50_4_5_4_90, SPEA2SC-2048,11,100,291294.7349,9478.102425,0.570508011,0.038881278,100,0
 MONRP_50_4_5_4_90, SPEA2SC-10000,11,100,306902.4822,14149.07443,0.592103327,0.060967049,100,0
 MONRP_50_4_5_4_90, NSGAIISC-10000,11,100,303706.2283,13122.86953,0.66276298,0.084977283,100,0
 MONRP_50_4_5_4_110, NSGAII-normal,11,100,265170.3531,7236.86985,0.661690863,0.048283517,100,0
 MONRP_50_4_5_4_110, NSGAIISC-8192,11,100,295169.2961,11387.3809,0.66390531,0.047709148,100,0
 MONRP_50_4_5_4_110, SPEA2SC-512,11,100,174260.8125,5907.312625,0.580266292,0.049189639,100,0
 MONRP_50_4_5_4_110, NSGAIISC-4096,11,100,238111.1093,5979.712925,0.667826711,0.054738471,100,0
 MONRP_50_4_5_4_110, SPEA2SC-100,11,100,306488.632,10222.9124,0.570512586,0.035649954,100,0
 MONRP_50_4_5_4_110, NSGAIISC-1024,11,100,598209.7338,14812.67218,0.632891227,0.046366302,100,0
 MONRP_50_4_5_4_110, NSGAIISC-100,11,100,308758.73,9465.766325,0.644121317,0.079533382,100,0
 MONRP_50_4_5_4_110, NSGAIISC-512,11,100,173311.1853,5275.074075,0.647187344,0.045106974,100,0
 MONRP_50_4_5_4_110, SPEA2SC-1024,11,100,601273.1625,15344.72805,0.555480445,0.062454818,100,0
 MONRP_50_4_5_4_110, NSGAIISC-2048,11,100,157936.6378,5618.182,0.627209773,0.050762089,100,0
 MONRP_50_4_5_4_110, SPEA2-normal,11,100,264400.5592,5457.276675,0.573743168,0.03685751,100,0
 MONRP_50_4_5_4_110, SPEA2SC-8192,11,100,295826.4132,5910.757975,0.581791936,0.03608831,100,0
 MONRP_50_4_5_4_110, SPEA2SC-4096,11,100,237223.2524,8938.224625,0.582258542,0.059892095,100,0
 MONRP_50_4_5_4_110, SPEA2SC-2048,11,100,159793.8228,6100.950675,0.571412698,0.02875262,100,0
 MONRP_50_4_5_4_110, SPEA2SC-10000,11,100,622469.9371,13526.83525,0.575992745,0.054360549,100,0
 MONRP_50_4_5_4_110, NSGAIISC-10000,11,100,631494.5899,22021.54748,0.62623938,0.070243275,100,0
 POM3A, NSGAII-normal,12,100,1314395.177,4143.48895,0.653638228,0.048716534,100,0
 POM3A, NSGAIISC-8192,12,100,1312326.159,7274.9987,0.661468142,0.088278032,100,0
 POM3A, SPEA2SC-512,12,100,1311546.515,7029.875475,0.647815831,0.077338894,100,0
 POM3A, NSGAIISC-4096,12,100,1312960.301,7618.778275,0.64499089,0.054562374,100,0
 POM3A, SPEA2SC-100,12,100,1312600.584,5231.527525,0.632277178,0.067342638,100,0
 POM3A, NSGAIISC-1024,12,100,1313364.046,3793.27365,0.618925345,0.058239332,100,0
 POM3A, NSGAIISC-100,12,100,1314403.54,5225.4233,0.647717905,0.068126167,100,0
 POM3A, NSGAIISC-512,12,100,1313500.907,7724.276275,0.665535654,0.092633307,100,0
 POM3A, SPEA2SC-1024,12,100,1313928.533,7010.1341,0.646659692,0.060702458,100,0
 POM3A, NSGAIISC-2048,12,100,1315274.555,6269.89995,0.60668113,0.081795393,100,0
 POM3A, SPEA2-normal,12,100,1312402.649,8836.1612,0.603382212,0.036992329,100,0
 POM3A, SPEA2SC-8192,12,100,1313170.191,7365.0242,0.662452618,0.054203927,100,0
 POM3A, SPEA2SC-4096,12,100,1315662.226,5063.10625,0.618924557,0.073896754,100,0
 POM3A, SPEA2SC-2048,12,100,1313559.66,3655.3761,0.63137357,0.057348221,100,0
 POM3A, SPEA2SC-10000,12,100,1313490.757,5726.182225,0.648651344,0.068304537,100,0
 POM3A, NSGAIISC-10000,12,100,1310687.446,5974.1358,0.659899525,0.092620641,100,0
 POM3B, NSGAII-normal,12,100,1307890.926,7635.714925,0.660592501,0.062055871,100,0
 POM3B, NSGAIISC-8192,12,100,1306317.962,6713.0915,0.668085599,0.064091832,100,0
 POM3B, SPEA2SC-512,12,100,1306756.673,7707.35475,0.602226194,0.109940853,100,0
 POM3B, NSGAIISC-4096,12,100,1308819.355,6820.55495,0.629545813,0.076234048,100,0
 POM3B, SPEA2SC-100,12,100,1307803.886,11079.347,0.624242917,0.060387378,100,0
 POM3B, NSGAIISC-1024,12,100,1307740.255,7298.131425,0.655268048,0.088733364,100,0
 POM3B, NSGAIISC-100,12,100,1309053.283,8516.447775,0.637000511,0.080195275,100,0
 POM3B, NSGAIISC-512,12,100,1303764.424,8214.21905,0.652364397,0.053251712,100,0
 POM3B, SPEA2SC-1024,12,100,1309643.775,8917.574875,0.612313742,0.033206603,100,0
 POM3B, NSGAIISC-2048,12,100,1307954.163,5093.03885,0.634269134,0.069066548,100,0
 POM3B, SPEA2-normal,12,100,1306997.532,6381.82185,0.601618133,0.081371531,100,0
 POM3B, SPEA2SC-8192,12,100,1308626.302,9361.642875,0.61876271,0.05274399,100,0
 POM3B, SPEA2SC-4096,12,100,1306968.724,4864.431925,0.630292855,0.081324113,100,0
 POM3B, SPEA2SC-2048,12,100,1307392.811,9968.6342,0.617417466,0.095130186,100,0
 POM3B, SPEA2SC-10000,12,100,1308001.567,10046.26865,0.629406858,0.084153235,100,0
 POM3B, NSGAIISC-10000,12,100,1310309.018,11449.67128,0.669644841,0.076446531,100,0
 POM3C, NSGAII-normal,12,100,1059146.528,32440.76503,0.593610637,0.05731909,100,0
 POM3C, NSGAIISC-8192,12,100,1041894.038,44155.92273,0.579756396,0.110881039,100,0
 POM3C, SPEA2SC-512,12,100,1054700.475,23026.51903,0.621609783,0.058395561,100,0
 POM3C, NSGAIISC-4096,12,100,1054563.38,24470.71328,0.587948161,0.08973198,100,0
 POM3C, SPEA2SC-100,12,100,1039215.606,26249.43433,0.64183295,0.055451983,100,0
 POM3C, NSGAIISC-1024,12,100,1054932.151,22304.11498,0.616035209,0.081900911,100,0
 POM3C, NSGAIISC-100,12,100,1060502.876,35643.09975,0.561919993,0.096034916,100,0
 POM3C, NSGAIISC-512,12,100,1047706.341,19814.71338,0.605558743,0.093552413,100,0
 POM3C, SPEA2SC-1024,12,100,1046975.878,28837.02653,0.6044249,0.075389469,100,0
 POM3C, NSGAIISC-2048,12,100,1036900.902,41789.73983,0.601957488,0.117842761,100,0
 POM3C, SPEA2-normal,12,100,1045251.688,21754.48768,0.61932698,0.084974379,100,0
 POM3C, SPEA2SC-8192,12,100,1045456.925,33960.72065,0.63268581,0.030921008,100,0
 POM3C, SPEA2SC-4096,12,100,1051719.87,24884.77215,0.628996949,0.058603687,100,0
 POM3C, SPEA2SC-2048,12,100,1052739.313,34945.54385,0.605294967,0.055766978,100,0
 POM3C, SPEA2SC-10000,12,100,1057983.32,34522.34593,0.65133523,0.065071345,100,0
 POM3C, NSGAIISC-10000,12,100,1055769.062,29494.5508,0.619393812,0.108777612,100,0
 POM3D, NSGAII-normal,12,100,1299192.903,14634.54848,0.773390043,0.050386304,100,0
 POM3D, NSGAIISC-8192,12,100,1301150.961,23175.43878,0.763915439,0.064739079,100,0
 POM3D, SPEA2SC-512,12,100,1308265.597,19938.01615,0.768388855,0.069019054,100,0
 POM3D, NSGAIISC-4096,12,100,1310936.185,19558.76368,0.801453568,0.051793564,100,0
 POM3D, SPEA2SC-100,12,100,1302478.018,15220.2525,0.742679865,0.078788094,100,0
 POM3D, NSGAIISC-1024,12,100,1309442.056,17574.25458,0.770991946,0.076833315,100,0
 POM3D, NSGAIISC-100,12,100,1307375.687,17115.396,0.786070678,0.060985502,100,0
 POM3D, NSGAIISC-512,12,100,1305632.369,20863.34708,0.786004536,0.046143739,100,0
 POM3D, SPEA2SC-1024,12,100,1308631.801,15565.7859,0.765729156,0.067625476,100,0
 POM3D, NSGAIISC-2048,12,100,1307855.081,17548.10558,0.82438285,0.036283478,100,0
 POM3D, SPEA2-normal,12,100,1295661.817,11874.91885,0.780289282,0.07384243,100,0
 POM3D, SPEA2SC-8192,12,100,1307994.124,18996.2206,0.758305273,0.085671211,100,0
 POM3D, SPEA2SC-4096,12,100,1312774.397,14941.3468,0.771126866,0.065046675,100,0
 POM3D, SPEA2SC-2048,12,100,1304623.15,14660.8738,0.767596563,0.069872689,100,0
 POM3D, SPEA2SC-10000,12,100,1302250.707,18177.48555,0.759262186,0.106605483,100,0
 POM3D, NSGAIISC-10000,12,100,1304930.444,16937.03493,0.789784841,0.086318441,100,0
 xomo_flight, NSGAII-normal,12,100,141336880.9,1708335.928,0.69335931,0.04555774,100,0
 xomo_flight, NSGAIISC-8192,12,100,140352374.7,1692949.612,0.685221763,0.069469257,100,0
 xomo_flight, SPEA2SC-512,12,100,140817690.6,1424728.343,0.67633592,0.045649305,100,0
